Day ,Items ,Note ,Amount 
74,Retail,Revenue - Retail Sales Los Angeles - White Wine,6048
74,Retail,Revenue - Retail Sales New York - Sparkling Wine,13446
74,Retail,Revenue - Retail Sales New York - Red Wine,8460
74,Retail,Revenue - Retail Sales New York - White Wine,8096
74,Retail,Revenue - Retail Sales Miami - Sparkling Wine,864
74,Retail,Revenue - Retail Sales Miami - Red Wine,960
74,Retail,Revenue - Retail Sales Miami - White Wine,1085
74,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1350
74,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1590
74,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1440
74,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2457
74,Retail,Revenue - Retail Sales San Francisco - Red Wine,1710
74,Retail,Revenue - Retail Sales San Francisco - White Wine,1952
73,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,10557
73,Retail,Revenue - Retail Sales Los Angeles - Red Wine,6420
73,Retail,Revenue - Retail Sales Los Angeles - White Wine,6368
73,Retail,Revenue - Retail Sales New York - Sparkling Wine,12825
73,Retail,Revenue - Retail Sales New York - Red Wine,7800
73,Retail,Revenue - Retail Sales New York - White Wine,8320
73,Retail,Revenue - Retail Sales Miami - Sparkling Wine,972
73,Retail,Revenue - Retail Sales Miami - Red Wine,960
73,Retail,Revenue - Retail Sales Miami - White Wine,1023
73,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1431
73,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1680
73,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1504
73,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2619
73,Retail,Revenue - Retail Sales San Francisco - Red Wine,1950
73,Retail,Revenue - Retail Sales San Francisco - White Wine,2080
72,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,9855
72,Retail,Revenue - Retail Sales Los Angeles - Red Wine,6480
72,Retail,Revenue - Retail Sales Los Angeles - White Wine,6176
72,Retail,Revenue - Retail Sales New York - Sparkling Wine,13851
72,Retail,Revenue - Retail Sales New York - Red Wine,8790
72,Retail,Revenue - Retail Sales New York - White Wine,7840
72,Retail,Revenue - Retail Sales Miami - Sparkling Wine,864
72,Retail,Revenue - Retail Sales Miami - Red Wine,930
72,Retail,Revenue - Retail Sales Miami - White Wine,1054
72,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1377
72,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1530
72,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1504
72,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2700
72,Retail,Revenue - Retail Sales San Francisco - Red Wine,1860
72,Retail,Revenue - Retail Sales San Francisco - White Wine,1984
71,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,9831
71,Retail,Revenue - Retail Sales Los Angeles - Red Wine,5568
71,Retail,Revenue - Retail Sales Los Angeles - White Wine,6188
71,Retail,Revenue - Retail Sales New York - Sparkling Wine,12383
71,Retail,Revenue - Retail Sales New York - Red Wine,8256
71,Retail,Revenue - Retail Sales New York - White Wine,8364
71,Retail,Revenue - Retail Sales Miami - Sparkling Wine,928
71,Retail,Revenue - Retail Sales Miami - Red Wine,896
71,Retail,Revenue - Retail Sales Miami - White Wine,986
71,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1334
71,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1536
71,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1428
71,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2436
71,Retail,Revenue - Retail Sales San Francisco - Red Wine,1664
71,Retail,Revenue - Retail Sales San Francisco - White Wine,1836
70,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,10121
70,Retail,Revenue - Retail Sales Los Angeles - Red Wine,6240
70,Retail,Revenue - Retail Sales Los Angeles - White Wine,6324
70,Retail,Revenue - Retail Sales New York - Sparkling Wine,12528
70,Retail,Revenue - Retail Sales New York - Red Wine,7616
70,Retail,Revenue - Retail Sales New York - White Wine,8160
70,Retail,Revenue - Retail Sales Miami - Sparkling Wine,841
70,Retail,Revenue - Retail Sales Miami - Red Wine,1024
70,Retail,Revenue - Retail Sales Miami - White Wine,1054
70,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1276
70,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1536
70,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1292
70,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2581
70,Retail,Revenue - Retail Sales San Francisco - Red Wine,1664
70,Retail,Revenue - Retail Sales San Francisco - White Wine,1768
69,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,9831
69,Retail,Revenue - Retail Sales Los Angeles - Red Wine,6048
69,Retail,Revenue - Retail Sales Los Angeles - White Wine,6086
69,Retail,Revenue - Retail Sales New York - Sparkling Wine,12644
69,Retail,Revenue - Retail Sales New York - Red Wine,8544
69,Retail,Revenue - Retail Sales New York - White Wine,7752
69,Retail,Revenue - Retail Sales Miami - Sparkling Wine,899
69,Retail,Revenue - Retail Sales Miami - Red Wine,960
69,Retail,Revenue - Retail Sales Miami - White Wine,1088
69,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1479
69,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1440
69,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1496
69,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2552
69,Retail,Revenue - Retail Sales San Francisco - Red Wine,1856
69,Retail,Revenue - Retail Sales San Francisco - White Wine,1938
68,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,9744
68,Retail,Revenue - Retail Sales Los Angeles - Red Wine,6176
68,Retail,Revenue - Retail Sales Los Angeles - White Wine,5780
68,Retail,Revenue - Retail Sales New York - Sparkling Wine,11890
68,Retail,Revenue - Retail Sales New York - Red Wine,8224
68,Retail,Revenue - Retail Sales New York - White Wine,7344
68,Retail,Revenue - Retail Sales Miami - Sparkling Wine,870
68,Retail,Revenue - Retail Sales Miami - Red Wine,960
68,Retail,Revenue - Retail Sales Miami - White Wine,1088
68,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1421
68,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1632
68,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1360
68,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2349
68,Retail,Revenue - Retail Sales San Francisco - Red Wine,1888
68,Retail,Revenue - Retail Sales San Francisco - White Wine,1904
67,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,9164
67,Retail,Revenue - Retail Sales Los Angeles - Red Wine,6240
67,Retail,Revenue - Retail Sales Los Angeles - White Wine,5644
67,Retail,Revenue - Retail Sales New York - Sparkling Wine,13282
67,Retail,Revenue - Retail Sales New York - Red Wine,8064
67,Retail,Revenue - Retail Sales New York - White Wine,8058
67,Retail,Revenue - Retail Sales Miami - Sparkling Wine,841
67,Retail,Revenue - Retail Sales Miami - Red Wine,896
67,Retail,Revenue - Retail Sales Miami - White Wine,1088
67,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1508
67,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1504
67,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1530
67,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2436
67,Retail,Revenue - Retail Sales San Francisco - Red Wine,1760
67,Retail,Revenue - Retail Sales San Francisco - White Wine,1904
66,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,10034
66,Retail,Revenue - Retail Sales Los Angeles - Red Wine,6048
66,Retail,Revenue - Retail Sales Los Angeles - White Wine,5644
66,Retail,Revenue - Retail Sales New York - Sparkling Wine,12151
66,Retail,Revenue - Retail Sales New York - Red Wine,8160
66,Retail,Revenue - Retail Sales New York - White Wine,7990
66,Retail,Revenue - Retail Sales Miami - Sparkling Wine,841
66,Retail,Revenue - Retail Sales Miami - Red Wine,896
66,Retail,Revenue - Retail Sales Miami - White Wine,1054
66,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1421
66,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1600
66,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1360
66,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2552
66,Retail,Revenue - Retail Sales San Francisco - Red Wine,1856
66,Retail,Revenue - Retail Sales San Francisco - White Wine,1972
65,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,9454
65,Retail,Revenue - Retail Sales Los Angeles - Red Wine,6048
65,Retail,Revenue - Retail Sales Los Angeles - White Wine,5780
65,Retail,Revenue - Retail Sales New York - Sparkling Wine,13282
65,Retail,Revenue - Retail Sales New York - Red Wine,8000
65,Retail,Revenue - Retail Sales New York - White Wine,7752
65,Retail,Revenue - Retail Sales Miami - Sparkling Wine,870
65,Retail,Revenue - Retail Sales Miami - Red Wine,928
65,Retail,Revenue - Retail Sales Miami - White Wine,1020
65,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1334
65,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1664
65,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1326
65,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2349
65,Retail,Revenue - Retail Sales San Francisco - Red Wine,1632
65,Retail,Revenue - Retail Sales San Francisco - White Wine,1836
64,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,5162
64,Retail,Revenue - Retail Sales Los Angeles - Red Wine,3616
64,Retail,Revenue - Retail Sales Los Angeles - White Wine,2856
64,Retail,Revenue - Retail Sales New York - Sparkling Wine,7105
64,Retail,Revenue - Retail Sales New York - Red Wine,5152
64,Retail,Revenue - Retail Sales New York - White Wine,4012
64,Retail,Revenue - Retail Sales Miami - Sparkling Wine,609
64,Retail,Revenue - Retail Sales Miami - Red Wine,512
64,Retail,Revenue - Retail Sales Miami - White Wine,612
64,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",725
64,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1088
64,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",782
64,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,1595
64,Retail,Revenue - Retail Sales San Francisco - Red Wine,864
64,Retail,Revenue - Retail Sales San Francisco - White Wine,918
63,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,6177
63,Retail,Revenue - Retail Sales Los Angeles - Red Wine,3712
63,Retail,Revenue - Retail Sales Los Angeles - White Wine,3026
63,Retail,Revenue - Retail Sales New York - Sparkling Wine,7888
63,Retail,Revenue - Retail Sales New York - Red Wine,5696
63,Retail,Revenue - Retail Sales New York - White Wine,5338
63,Retail,Revenue - Retail Sales Miami - Sparkling Wine,638
63,Retail,Revenue - Retail Sales Miami - Red Wine,576
63,Retail,Revenue - Retail Sales Miami - White Wine,680
63,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",957
63,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",960
63,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",884
63,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,1479
63,Retail,Revenue - Retail Sales San Francisco - Red Wine,992
63,Retail,Revenue - Retail Sales San Francisco - White Wine,1054
62,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,5278
62,Retail,Revenue - Retail Sales Los Angeles - Red Wine,3584
62,Retail,Revenue - Retail Sales Los Angeles - White Wine,3808
62,Retail,Revenue - Retail Sales New York - Sparkling Wine,8555
62,Retail,Revenue - Retail Sales New York - Red Wine,5152
62,Retail,Revenue - Retail Sales New York - White Wine,4692
62,Retail,Revenue - Retail Sales Miami - Sparkling Wine,493
62,Retail,Revenue - Retail Sales Miami - Red Wine,640
62,Retail,Revenue - Retail Sales Miami - White Wine,748
62,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",812
62,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",832
62,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",816
62,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,1508
62,Retail,Revenue - Retail Sales San Francisco - Red Wine,1120
62,Retail,Revenue - Retail Sales San Francisco - White Wine,1190
61,Retail,Revenue - Retail Sales Los Angeles - Red Wine,3808
61,Retail,Revenue - Retail Sales Los Angeles - White Wine,3502
61,Retail,Revenue - Retail Sales New York - Sparkling Wine,8062
61,Retail,Revenue - Retail Sales New York - Red Wine,4352
61,Retail,Revenue - Retail Sales New York - White Wine,4624
61,Retail,Revenue - Retail Sales Miami - Sparkling Wine,522
61,Retail,Revenue - Retail Sales Miami - Red Wine,608
61,Retail,Revenue - Retail Sales Miami - White Wine,748
61,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",667
61,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",864
61,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",884
61,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,1479
61,Retail,Revenue - Retail Sales San Francisco - Red Wine,832
61,Retail,Revenue - Retail Sales San Francisco - White Wine,1054
60,Retail,Revenue - Retail Sales Los Angeles - Red Wine,2816
60,Retail,Revenue - Retail Sales Los Angeles - White Wine,4046
60,Retail,Revenue - Retail Sales New York - Sparkling Wine,8149
60,Retail,Revenue - Retail Sales New York - Red Wine,4800
60,Retail,Revenue - Retail Sales New York - White Wine,4284
60,Retail,Revenue - Retail Sales Miami - Sparkling Wine,435
60,Retail,Revenue - Retail Sales Miami - Red Wine,544
60,Retail,Revenue - Retail Sales Miami - White Wine,646
60,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",899
60,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",832
60,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",918
60,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,1363
60,Retail,Revenue - Retail Sales San Francisco - Red Wine,992
60,Retail,Revenue - Retail Sales San Francisco - White Wine,884
59,Retail,Revenue - Retail Sales Los Angeles - Red Wine,3872
59,Retail,Revenue - Retail Sales Los Angeles - White Wine,3230
59,Retail,Revenue - Retail Sales New York - Sparkling Wine,7859
59,Retail,Revenue - Retail Sales New York - Red Wine,4384
59,Retail,Revenue - Retail Sales New York - White Wine,4352
59,Retail,Revenue - Retail Sales Miami - Sparkling Wine,464
59,Retail,Revenue - Retail Sales Miami - Red Wine,672
59,Retail,Revenue - Retail Sales Miami - White Wine,646
59,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",725
59,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1024
59,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",918
59,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,1450
59,Retail,Revenue - Retail Sales San Francisco - Red Wine,1184
59,Retail,Revenue - Retail Sales San Francisco - White Wine,1258
58,Retail,Revenue - Retail Sales Los Angeles - Red Wine,8928
58,Retail,Revenue - Retail Sales Los Angeles - White Wine,10506
58,Retail,Revenue - Retail Sales New York - Sparkling Wine,24795
58,Retail,Revenue - Retail Sales New York - Red Wine,12672
58,Retail,Revenue - Retail Sales New York - White Wine,12376
58,Retail,Revenue - Retail Sales Miami - Sparkling Wine,1682
58,Retail,Revenue - Retail Sales Miami - Red Wine,1536
58,Retail,Revenue - Retail Sales Miami - White Wine,1632
58,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",2755
58,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",2400
58,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",2210
58,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,3857
58,Retail,Revenue - Retail Sales San Francisco - Red Wine,2720
58,Retail,Revenue - Retail Sales San Francisco - White Wine,2890
57,Retail,Revenue - Retail Sales Los Angeles - Red Wine,8000
57,Retail,Revenue - Retail Sales Los Angeles - White Wine,6936
57,Retail,Revenue - Retail Sales New York - Sparkling Wine,13775
57,Retail,Revenue - Retail Sales New York - Red Wine,10656
57,Retail,Revenue - Retail Sales New York - White Wine,9418
57,Retail,Revenue - Retail Sales Miami - Sparkling Wine,1160
57,Retail,Revenue - Retail Sales Miami - Red Wine,1120
57,Retail,Revenue - Retail Sales Miami - White Wine,1394
57,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",2088
57,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",2304
57,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1564
57,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,3712
57,Retail,Revenue - Retail Sales San Francisco - Red Wine,2656
57,Retail,Revenue - Retail Sales San Francisco - White Wine,2856
56,Retail,Revenue - Retail Sales Los Angeles - Red Wine,7328
56,Retail,Revenue - Retail Sales Los Angeles - White Wine,8602
56,Retail,Revenue - Retail Sales New York - Sparkling Wine,17777
56,Retail,Revenue - Retail Sales New York - Red Wine,10336
56,Retail,Revenue - Retail Sales New York - White Wine,13532
56,Retail,Revenue - Retail Sales Miami - Sparkling Wine,1508
56,Retail,Revenue - Retail Sales Miami - Red Wine,1280
56,Retail,Revenue - Retail Sales Miami - White Wine,1734
56,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",2030
56,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",2720
56,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1972
56,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,4495
56,Retail,Revenue - Retail Sales San Francisco - Red Wine,2816
56,Retail,Revenue - Retail Sales San Francisco - White Wine,2992
55,Retail,Revenue - Retail Sales Los Angeles - Red Wine,7360
55,Retail,Revenue - Retail Sales Los Angeles - White Wine,8602
55,Retail,Revenue - Retail Sales New York - Sparkling Wine,17516
55,Retail,Revenue - Retail Sales New York - Red Wine,9536
55,Retail,Revenue - Retail Sales New York - White Wine,9350
55,Retail,Revenue - Retail Sales Miami - Sparkling Wine,1363
55,Retail,Revenue - Retail Sales Miami - Red Wine,1248
55,Retail,Revenue - Retail Sales Miami - White Wine,1598
55,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1566
55,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1696
55,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",2346
55,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,3074
55,Retail,Revenue - Retail Sales San Francisco - Red Wine,2240
55,Retail,Revenue - Retail Sales San Francisco - White Wine,2482
54,Retail,Revenue - Retail Sales Los Angeles - Red Wine,3520
54,Retail,Revenue - Retail Sales Los Angeles - White Wine,3094
54,Retail,Revenue - Retail Sales New York - Sparkling Wine,7279
54,Retail,Revenue - Retail Sales New York - Red Wine,4928
54,Retail,Revenue - Retail Sales New York - White Wine,5270
54,Retail,Revenue - Retail Sales Miami - Sparkling Wine,406
54,Retail,Revenue - Retail Sales Miami - Red Wine,640
54,Retail,Revenue - Retail Sales Miami - White Wine,714
54,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",754
54,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",768
54,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",816
54,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,1334
54,Retail,Revenue - Retail Sales San Francisco - Red Wine,1152
54,Retail,Revenue - Retail Sales San Francisco - White Wine,1054
53,Retail,Revenue - Retail Sales Los Angeles - Red Wine,4064
53,Retail,Revenue - Retail Sales Los Angeles - White Wine,3468
53,Retail,Revenue - Retail Sales New York - Sparkling Wine,8497
53,Retail,Revenue - Retail Sales New York - Red Wine,4032
53,Retail,Revenue - Retail Sales New York - White Wine,4692
53,Retail,Revenue - Retail Sales Miami - Sparkling Wine,609
53,Retail,Revenue - Retail Sales Miami - Red Wine,544
53,Retail,Revenue - Retail Sales Miami - White Wine,646
53,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1015
53,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",832
53,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",850
53,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,1450
53,Retail,Revenue - Retail Sales San Francisco - Red Wine,1088
53,Retail,Revenue - Retail Sales San Francisco - White Wine,1088
52,Retail,Revenue - Retail Sales Los Angeles - Red Wine,3040
52,Retail,Revenue - Retail Sales Los Angeles - White Wine,4046
52,Retail,Revenue - Retail Sales New York - Sparkling Wine,7888
52,Retail,Revenue - Retail Sales New York - Red Wine,4864
52,Retail,Revenue - Retail Sales New York - White Wine,4318
52,Retail,Revenue - Retail Sales Miami - Sparkling Wine,609
52,Retail,Revenue - Retail Sales Miami - Red Wine,576
52,Retail,Revenue - Retail Sales Miami - White Wine,544
52,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",812
52,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1056
52,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",782
52,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,1624
52,Retail,Revenue - Retail Sales San Francisco - Red Wine,1056
52,Retail,Revenue - Retail Sales San Francisco - White Wine,1292
51,Retail,Revenue - Retail Sales Los Angeles - Red Wine,3584
51,Retail,Revenue - Retail Sales Los Angeles - White Wine,3026
51,Retail,Revenue - Retail Sales New York - Sparkling Wine,8149
51,Retail,Revenue - Retail Sales New York - Red Wine,4896
51,Retail,Revenue - Retail Sales New York - White Wine,4250
51,Retail,Revenue - Retail Sales Miami - Sparkling Wine,580
51,Retail,Revenue - Retail Sales Miami - Red Wine,544
51,Retail,Revenue - Retail Sales Miami - White Wine,680
51,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",725
51,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",960
51,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",748
51,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,1856
51,Retail,Revenue - Retail Sales San Francisco - Red Wine,960
51,Retail,Revenue - Retail Sales San Francisco - White Wine,1054
50,Retail,Revenue - Retail Sales Los Angeles - Red Wine,4640
50,Retail,Revenue - Retail Sales Los Angeles - White Wine,5270
50,Retail,Revenue - Retail Sales New York - Sparkling Wine,6931
50,Retail,Revenue - Retail Sales New York - Red Wine,5344
50,Retail,Revenue - Retail Sales New York - White Wine,4318
50,Retail,Revenue - Retail Sales Miami - Sparkling Wine,609
50,Retail,Revenue - Retail Sales Miami - Red Wine,608
50,Retail,Revenue - Retail Sales Miami - White Wine,544
50,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",667
50,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",832
50,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",714
50,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,1363
50,Retail,Revenue - Retail Sales San Francisco - Red Wine,1248
50,Retail,Revenue - Retail Sales San Francisco - White Wine,1258
49,Retail,Revenue - Retail Sales Los Angeles - Red Wine,4704
49,Retail,Revenue - Retail Sales Los Angeles - White Wine,5066
49,Retail,Revenue - Retail Sales New York - Sparkling Wine,8033
49,Retail,Revenue - Retail Sales New York - Red Wine,4160
49,Retail,Revenue - Retail Sales New York - White Wine,5440
49,Retail,Revenue - Retail Sales Miami - Sparkling Wine,580
49,Retail,Revenue - Retail Sales Miami - Red Wine,544
49,Retail,Revenue - Retail Sales Miami - White Wine,612
49,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",870
49,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",928
49,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",884
49,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,1653
49,Retail,Revenue - Retail Sales San Francisco - Red Wine,960
49,Retail,Revenue - Retail Sales San Francisco - White Wine,1190
48,Retail,Revenue - Retail Sales Los Angeles - Red Wine,5376
48,Retail,Revenue - Retail Sales Los Angeles - White Wine,4930
48,Retail,Revenue - Retail Sales New York - Sparkling Wine,9193
48,Retail,Revenue - Retail Sales New York - Red Wine,5248
48,Retail,Revenue - Retail Sales New York - White Wine,5542
48,Retail,Revenue - Retail Sales Miami - Sparkling Wine,464
48,Retail,Revenue - Retail Sales Miami - Red Wine,608
48,Retail,Revenue - Retail Sales Miami - White Wine,612
48,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",812
48,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",832
48,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",986
48,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,1479
48,Retail,Revenue - Retail Sales San Francisco - Red Wine,1344
48,Retail,Revenue - Retail Sales San Francisco - White Wine,1462
47,Retail,Revenue - Retail Sales Los Angeles - Red Wine,8096
47,Retail,Revenue - Retail Sales Los Angeles - White Wine,7956
47,Retail,Revenue - Retail Sales New York - Red Wine,8064
47,Retail,Revenue - Retail Sales New York - White Wine,8772
47,Retail,Revenue - Retail Sales Miami - Sparkling Wine,841
47,Retail,Revenue - Retail Sales Miami - Red Wine,1024
47,Retail,Revenue - Retail Sales Miami - White Wine,952
47,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1363
47,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1632
47,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1530
47,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2697
47,Retail,Revenue - Retail Sales San Francisco - Red Wine,1856
47,Retail,Revenue - Retail Sales San Francisco - White Wine,1904
46,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,9686
46,Retail,Revenue - Retail Sales Los Angeles - Red Wine,7904
46,Retail,Revenue - Retail Sales New York - Red Wine,8800
46,Retail,Revenue - Retail Sales New York - White Wine,8874
46,Retail,Revenue - Retail Sales Miami - Sparkling Wine,870
46,Retail,Revenue - Retail Sales Miami - Red Wine,1024
46,Retail,Revenue - Retail Sales Miami - White Wine,952
46,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1363
46,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1568
46,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1564
46,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2523
46,Retail,Revenue - Retail Sales San Francisco - Red Wine,1888
46,Retail,Revenue - Retail Sales San Francisco - White Wine,1972
45,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,14036
45,Retail,Revenue - Retail Sales Los Angeles - Red Wine,8064
45,Retail,Revenue - Retail Sales New York - Red Wine,8352
45,Retail,Revenue - Retail Sales New York - White Wine,8772
45,Retail,Revenue - Retail Sales Miami - Sparkling Wine,870
45,Retail,Revenue - Retail Sales Miami - Red Wine,992
45,Retail,Revenue - Retail Sales Miami - White Wine,1020
45,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1421
45,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1696
45,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1564
45,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2581
45,Retail,Revenue - Retail Sales San Francisco - Red Wine,1824
45,Retail,Revenue - Retail Sales San Francisco - White Wine,2006
44,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,13920
44,Retail,Revenue - Retail Sales Los Angeles - Red Wine,8736
44,Retail,Revenue - Retail Sales New York - Red Wine,8352
44,Retail,Revenue - Retail Sales New York - White Wine,7956
44,Retail,Revenue - Retail Sales Miami - Sparkling Wine,899
